1095	object	1	done	done
1096	object	1	done	done
1105	object	1	done	done
1106	object	1	done	done
1112	object	1	done	done
1116	object	1	done	done
1117	object	1	done	done
1122	object	1	done	done
1125	object	1	done	done
1126	object	1	done	done
1128	object	1	done	done
1129	object	1	done	done
1133	object	1	done	done
1134	object	1	done	done
1136	object	1	done	done
1139	object	1	done	done
1141	object	1	done	done
1148	object	1	done	done
1151	object	1	done	done
1153	object	1	done	done
1155	object	1	done	done
1157	object	1	done	done
1158	object	1	done	done
1160	object	1	done	done
1162	object	1	done	done
1164	object	1	done	done
1166	object	1	done	done
1168	object	1	done	done
1169	object	1	done	done
1170	object	1	done	done
1173	object	1	done	done
1174	object	1	done	done
1176	object	1	done	done
1177	object	1	done	done
1180	object	1	done	done
1181	object	1	done	done
1182	object	1	done	done
1183	object	1	done	done
1186	object	1	done	done
1188	object	1	done	done
1190	object	1	done	done
1191	object	1	done	done
1192	object	1	done	done
1194	object	1	done	done
1195	object	1	done	done
1196	object	1	done	done
1197	object	1	done	done
1199	object	1	done	done
1200	object	1	done	done
1201	object	1	done	done
1202	object	1	done	done
1204	object	1	done	done
1206	object	1	done	done
1207	object	1	done	done
1208	object	1	done	done
1209	object	1	done	done
1211	object	1	done	done
1213	object	1	done	done
1214	object	1	done	done
1215	object	1	done	done
1216	object	1	done	done
1217	object	1	done	done
1218	object	1	done	done
1219	object	1	done	done
1220	object	1	done	done
1221	object	1	done	done
1222	object	1	done	done
1223	object	1	done	done
1224	object	1	done	done
1226	object	1	done	done
1227	object	1	done	done
1228	object	1	done	done
1229	object	1	done	done
1230	object	1	done	done
1231	object	1	done	done
1232	object	1	done	done
1234	object	1	done	done
1236	object	1	done	done
1237	object	1	done	done
1238	object	1	done	done
1239	object	1	done	done
1240	object	1	done	done
1242	object	1	done	done
1243	object	1	done	done
1244	object	1	done	done
1247	object	1	done	done
1250	object	1	done	done
1252	object	1	done	done
1253	object	1	done	done
1256	object	1	done	done
1257	object	1	done	done
1258	object	1	done	done
1260	object	1	done	done
1261	object	1	done	done
1268	object	1	done	done
1271	object	1	done	done
1272	object	1	done	done
1273	object	1	done	done
1274	object	1	done	done
1275	object	1	done	done
1276	object	1	done	done
1278	object	1	done	done
1279	object	1	done	done
1280	object	1	done	done
1281	object	1	done	done
1282	object	1	done	done
1283	object	1	done	done
1284	object	1	done	done
1285	object	1	done	done
1286	object	1	done	done
1287	object	1	done	done
1288	object	1	done	done
1289	object	1	done	done
1290	object	1	done	done
1291	object	1	done	done
1293	object	1	done	done
1294	object	1	done	done
1295	object	1	done	done
1297	object	1	done	done
1298	object	1	done	done
1299	object	1	done	done
1300	object	1	done	done
1301	object	1	done	done
1302	object	1	done	done
1304	object	1	done	done
1305	object	1	done	done
1306	object	1	done	done
1307	object	1	done	done
1308	object	1	done	done
1309	object	1	done	done
1310	object	1	done	done
1311	object	1	done	done
1312	object	1	done	done
1313	object	1	done	done
1314	object	1	done	done
1316	object	1	done	done
1317	object	1	done	done
1318	object	1	done	done
1319	object	1	done	done
1320	object	1	done	done
1321	object	1	done	done
1322	object	1	done	done
1323	object	1	done	done
1324	object	1	done	done
1325	object	1	done	done
1326	object	1	done	done
1327	object	1	done	done
1328	object	1	done	done
1329	object	1	done	done
1330	object	1	done	done
1331	object	1	done	done
1332	object	1	done	done
1333	object	1	done	done
1335	object	1	done	done
1336	object	1	done	done
1337	object	1	done	done
1338	object	1	done	done
1340	object	1	done	done
1341	object	1	done	done
1342	object	1	done	done
1343	object	1	done	done
1345	object	1	done	done
1346	object	1	done	done
1347	object	1	done	done
1348	object	1	done	done
1349	object	1	done	done
1350	object	1	done	done
1351	object	1	done	done
1354	object	1	done	done
1355	object	1	done	done
1357	object	1	done	done
1358	object	1	done	done
1359	object	1	done	done
1361	object	1	done	done
1363	object	1	done	done
1364	object	1	done	done
1365	object	1	done	done
1366	object	1	done	done
1367	object	1	done	done
1368	object	1	done	done
1370	object	1	done	done
1371	object	1	done	done
1372	object	1	done	done
1373	object	1	done	done
1374	object	1	done	done
1375	object	1	done	done
1376	object	1	done	done
1377	object	1	done	done
1378	object	1	done	done
1379	object	1	done	done
1380	object	1	done	done
1381	object	1	done	done
1382	object	1	done	done
1383	object	1	done	done
1384	object	1	done	done
1385	object	1	done	done
1386	object	1	done	done
1387	object	1	done	done
1388	object	1	done	done
1389	object	1	done	done
1390	object	1	done	done
1392	object	1	done	done
1393	object	1	done	done
1394	object	1	done	done
1395	object	1	done	done
1396	object	1	done	done
1397	object	1	done	done
1398	object	1	done	done
1399	object	1	done	done
1400	object	1	done	done
1401	object	1	done	done
1402	object	1	done	done
1403	object	1	done	done
1404	object	1	done	done
1405	object	1	done	done
1406	object	1	done	done
1407	object	1	done	done
1408	object	1	done	done
1409	object	1	done	done
1410	object	1	done	done
1411	object	1	done	done
1412	object	1	done	done
1413	object	1	done	done
1414	object	1	done	done
1415	object	1	done	done
1416	object	1	done	done
1417	object	1	done	done
1418	object	1	done	done
1419	object	1	done	done
1420	object	1	done	done
1421	object	1	done	done
1423	object	1	done	done
1424	object	1	done	done
1425	object	1	done	done
1426	object	1	done	done
1427	object	1	done	done
1428	object	1	done	done
1429	object	1	done	done
1430	object	1	done	done
1431	object	1	done	done
1432	object	1	done	done
1433	object	1	open	todo
1434	object	1	done	done
1435	object	1	done	done
1436	object	1	done	done
1437	object	1	done	done
1438	object	1	done	done
1439	object	1	done	done
1440	object	1	done	done
1441	object	1	done	done
1442	object	1	done	done
1444	object	1	done	done
1445	object	1	done	done
1446	object	1	done	done
1447	object	1	done	done
1448	object	1	done	done
1449	object	1	done	done
1450	object	1	done	done
1451	object	1	done	done
1452	object	1	done	done
1453	object	1	done	done
1454	object	1	done	done
1455	object	1	in_progress	in_progress
1456	object	1	done	done
1457	object	1	done	done
1458	object	1	done	done
1459	object	1	done	done
1460	object	1	done	done
1461	object	1	done	done
1462	object	1	done	done
1463	object	1	done	done
1464	object	1	in_progress	in_progress
1465	object	1	done	done
1466	object	1	done	done
1467	object	1	done	done
1468	object	1	done	done
1469	object	1	done	done
1470	object	1	done	done
1471	object	1	done	done
1472	object	1	done	done
1473	object	1	done	done
1474	object	1	done	done
1475	object	1	done	done
1476	object	1	done	done
1477	object	1	done	done
1478	object	1	done	done
1479	object	1	in_progress	in_review
1480	object	1	done	done
1481	object	1	done	done
1482	object	1	done	done
1483	object	1	done	done
1485	object	1	done	done
1486	object	1	done	done
1488	object	1	in_progress	in_review
1489	object	1	done	done
1490	object	1	done	done
1491	object	1	done	done
1492	object	1	done	done
1493	object	1	done	done
1494	object	1	done	done
1495	object	1	done	done
1496	object	1	done	done
1497	object	1	done	done
1498	object	1	done	done
1499	object	1	done	done
1500	object	1	done	done
1501	object	1	done	done
1502	object	1	open	todo
1503	object	1	done	done
1504	object	1	done	done
1505	object	1	done	done
1506	object	1	done	done
1507	object	1	done	done
1508	object	1	done	done
1509	object	1	done	done
1510	object	1	done	done
1511	object	1	done	done
1512	object	1	done	done
1513	object	1	done	done
1514	object	1	done	done
1515	object	1	done	done
1516	object	1	done	done
1517	object	1	done	done
1518	object	1	done	done
1519	object	1	done	done
1520	object	1	done	done
1521	object	1	done	done
1523	object	1	done	done
1525	object	1	done	done
1526	object	1	done	done
1527	object	1	done	done
1528	object	1	done	done
1529	object	1	done	done
1530	object	1	done	done
1531	object	1	done	done
1532	object	1	done	done
1533	object	1	done	done
1534	object	1	done	done
1535	object	1	done	done
1536	object	1	done	done
1537	object	1	done	done
1538	object	1	done	done
1539	object	1	done	done
1540	object	1	done	done
1541	object	1	done	done
1542	object	1	done	done
1543	object	1	done	done
1544	object	1	done	done
1545	object	1	done	done
1546	object	1	done	done
1547	object	1	done	done
1548	object	1	done	done
1549	object	1	done	done
1550	object	1	done	done
1551	object	1	done	done
1552	object	1	done	done
1553	object	1	in_progress	in_progress
1554	object	1	done	done
1555	object	1	done	done
1556	object	1	done	done
1557	object	1	done	done
1558	object	1	done	done
1559	object	1	done	done
1560	object	1	done	done
1561	object	1	done	done
1562	object	1	done	done
1563	object	1	done	done
1564	object	1	done	done
1565	object	1	done	done
1566	object	1	done	done
1567	object	1	done	done
1568	object	1	done	done
1569	object	1	done	done
1570	object	1	done	done
1571	object	1	done	done
1572	object	1	done	done
1573	object	1	done	done
1574	object	1	done	done
1575	object	1	done	done
1576	object	1	done	done
1577	object	1	done	done
1578	object	1	done	done
1580	object	1	done	done
1581	object	1	done	done
1582	object	1	done	done
1583	object	1	done	done
1584	object	1	done	done
1585	object	1	done	done
1586	object	1	done	done
1587	object	1	done	done
1588	object	1	done	done
1589	object	1	done	done
1591	object	1	done	done
1593	object	1	done	done
1594	object	1	open	reopened
1596	object	1	done	done
1597	object	1	done	done
1598	object	1	done	done
1600	object	1	done	done
1601	object	1	done	done
1603	object	1	done	done
1604	object	1	done	done
1607	object	1	done	done
1608	object	1	done	done
1610	object	1	done	done
1611	object	1	done	done
1612	object	1	done	done
1613	object	1	done	done
1615	object	1	done	done
1616	object	1	done	done
1617	object	1	done	done
1618	object	1	done	done
1619	object	1	done	done
1620	object	1	done	done
1621	object	1	done	done
1622	object	1	done	done
1624	object	1	done	done
1626	object	1	done	done
1627	object	1	done	done
1628	object	1	done	done
1629	object	1	done	done
1630	object	1	done	done
1631	object	1	done	done
1632	object	1	done	done
1633	object	1	done	done
1634	object	1	done	done
1636	object	1	done	done
1637	object	1	done	done
1639	object	1	done	done
1640	object	1	done	done
1641	object	1	done	done
1642	object	1	done	done
1643	object	1	done	done
1644	object	1	done	done
1645	object	1	done	done
1646	object	1	done	done
1647	object	1	done	done
1648	object	1	done	done
1649	object	1	done	done
1650	object	1	done	done
1651	object	1	done	done
1652	object	1	done	done
1653	object	1	done	done
1654	object	1	done	done
1655	object	1	done	done
1656	object	1	done	done
1657	object	1	done	done
1658	object	1	done	done
1659	object	1	done	done
1660	object	1	done	done
1661	object	1	done	done
1662	object	1	done	done
1663	object	1	done	done
1664	object	1	done	done
1665	object	1	done	done
1666	object	1	done	done
1667	object	1	done	done
1668	object	1	done	done
1669	object	1	done	done
1670	object	1	done	done
1671	object	1	done	done
1673	object	1	done	done
1674	object	1	done	done
1675	object	1	done	done
1676	object	1	done	done
1677	object	1	done	done
1678	object	1	done	done
1679	object	1	done	done
1680	object	1	done	done
1681	object	1	done	done
1682	object	1	done	done
1683	object	1	done	done
1685	object	1	done	done
1686	object	1	done	done
1687	object	1	done	done
1688	object	1	done	done
1689	object	1	done	done
1690	object	1	done	done
1691	object	1	done	done
1692	object	1	done	done
1693	object	1	done	done
1694	object	1	done	done
1695	object	1	done	done
1696	object	1	done	done
1697	object	1	done	done
1698	object	1	done	done
1699	object	1	done	done
1700	object	1	done	done
1701	object	1	done	done
1702	object	1	done	done
1703	object	1	done	done
1704	object	1	done	done
1705	object	1	done	done
1706	object	1	done	done
1707	object	1	done	done
1708	object	1	done	done
1709	object	1	done	done
1710	object	1	done	done
1711	object	1	done	done
1712	object	1	done	done
1713	object	1	done	done
1714	object	1	done	done
1715	object	1	done	done
1716	object	1	done	done
1717	object	1	done	done
1718	object	1	done	done
1719	object	1	done	done
1720	object	1	done	done
1721	object	1	done	done
1722	object	1	done	done
1723	object	1	done	done
1724	object	1	done	done
1725	object	1	done	done
1726	object	1	done	done
1727	object	1	done	done
1728	object	1	done	done
1729	object	1	done	done
1730	object	1	done	done
1731	object	1	done	done
1732	object	1	done	done
1733	object	1	done	done
1734	object	1	done	done
1735	object	1	done	done
1736	object	1	done	done
1737	object	1	done	done
1738	object	1	done	done
1739	object	1	done	done
1740	object	1	done	done
1742	object	1	done	done
1743	object	1	done	done
1744	object	1	done	done
1745	object	1	done	done
1746	object	1	done	done
1747	object	1	done	done
1748	object	1	done	done
1750	object	1	done	done
1751	object	1	done	done
1752	object	1	done	done
1753	object	1	done	done
1754	object	1	done	done
1755	object	1	done	done
1756	object	1	done	done
1757	object	1	done	done
1758	object	1	done	done
1759	object	1	done	done
1760	object	1	done	done
