1095	de_AT	League	Basketball Balls League	\N	\N	\N	0	 The League has a soft-feel microfiber PU composite cover for ultimate grip and touch. High air retention and excellent bounce characteristics. Designed for indoor play. Official size and weight. 		\N	\N	\N	\N	\N
1096	de_AT	League	Basketball Balls League	Brown / Beige / Black / Gold	\N	\N	0	 The League has a soft-feel microfiber PU composite cover for ultimate grip and touch. High air retention and excellent bounce characteristics. Designed for indoor play. Official size and weight. 		\N	\N	\N	\N	\N
1105	de_AT	Harlem	Basketball Balls Harlem	\N	\N	\N	0	 Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1106	de_AT	Harlem	Basketball Balls Harlem	Red / White / Black	\N	\N	0	 Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1112	de_AT	Harlem	Basketball Balls Harlem	Blue / Blue Light	\N	\N	0	 Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1116	de_AT	College	Basketball Balls College	\N	\N	\N	0	 Cover made from a soft and durable mix of rubber and SBR foam. Excellent grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1117	de_AT	College	Basketball Balls College	Brown / Beige / Black	\N	\N	0	 Cover made from a soft and durable mix of rubber and SBR foam. Excellent grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1122	de_AT	College	Basketball Balls College	Red / Blue / White / Black	\N	\N	0	 Cover made from a soft and durable mix of rubber and SBR foam. Excellent grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1125	de_AT	Competition	Basketball Balls Competition	\N	\N	\N	0	 Premium PU composite cover delivering top grip and touch. High air retention and excellent bounce characteristics. Designed for indoor play. Official size and weight. 		\N	\N	\N	\N	\N
1126	de_AT	Competition	Basketball Balls Competition	Brown / Black / Gold	\N	\N	0	 Premium PU composite cover delivering top grip and touch. High air retention and excellent bounce characteristics. Designed for indoor play. Official size and weight. 		\N	\N	\N	\N	\N
1128	de_AT	Professional	Basketball Balls Professional	\N	\N	\N	0	 &nbsp; The Professional has a durable and soft PVC composite cover. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1129	de_AT	Professional	Basketball Balls Professional	Brown / Black / Silver	\N	\N	0	 &nbsp; The Professional has a durable and soft PVC composite cover. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1133	de_AT	Competition Mini	Basketball Balls Competition Mini	\N	\N	\N	0	 Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. 		\N	\N	\N	\N	\N
1134	de_AT	Competition Mini	Basketball Balls Competition Mini	Brown / Black	\N	\N	0	 Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. 		\N	\N	\N	\N	\N
1136	de_AT	Competition Mini	Basketball Balls Competition Mini	Blue Light / Black	\N	\N	0	 Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. 		\N	\N	\N	\N	\N
1139	de_AT	Supreme Grip	Handball Balls Supreme Grip	\N	\N	\N	0	 Our top match ball. Superior grip due to latest and innovative microfiber PU upper materials and minimal panel printing. The multi-layer construction was optimized and comes with double foam providing outstanding touch. Also a new bladder was developed to guarantee roundness and best rebound characteristics. Can be used with or without resin. IHF Certification. 		\N	\N	\N	\N	\N
1141	de_AT	Game	Handball Balls Game	\N	\N	\N	0	 The GAME is a good allround training ball with a durable and hard-wearing upper. Can be used with or without resin. Available in three colors. 		\N	\N	\N	\N	\N
1148	de_AT	All Court	Handball Balls All Court	\N	\N	\N	0	 Extra durable training ball for all surfaces. The perforated PU upper material in combination with extra soft SBR foam give good grip and touch. Can be used with or without resin. 		\N	\N	\N	\N	\N
1151	de_AT	Indoor Court	Handball Balls Indoor Court	\N	\N	\N	0	 Outstanding training ball. Durable PU upper material in combination with extra soft SBR foam give good grip and touch. Can be used with or without resin. 		\N	\N	\N	\N	\N
1153	de_AT	Super Grip	Handball Balls Super Grip	\N	\N	\N	0	 IHF Certified match ball with top flight and rebound characteristics. The Super Grip ball has an innovative perforated microfiber PU upper &nbsp;and minimal panel printing which gives the ball top grip. The multi-layer construction was optimized and comes with double foam providing outstanding touch. Also a new bladder was developed to allow for ultimate roundness and best rebound characteristics. 		\N	\N	\N	\N	\N
1155	de_AT	Game	Handball Balls Game	Lime Green / Black	\N	\N	0	 The GAME is a good allround training ball with a durable and hard-wearing upper. Can be used with or without resin. Available in three colors. 		\N	\N	\N	\N	\N
1157	de_AT	Game	Handball Balls Game	Orange / Black	\N	\N	0	 The GAME is a good allround training ball with a durable and hard-wearing upper. Can be used with or without resin. Available in three colors. 		\N	\N	\N	\N	\N
1158	de_AT	DUNK	Basketball Balls DUNK	\N	\N	\N	0	Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1160	de_AT	Game	Handball Balls Game	Blue / Orange	\N	\N	0	 The GAME is a good allround training ball with a durable and hard-wearing upper. Can be used with or without resin. Available in three colors. 		\N	\N	\N	\N	\N
1162	de_AT	All Court	Handball Balls All Court	Navy Blue / Blue	\N	\N	0	 Extra durable training ball for all surfaces. The perforated PU upper material in combination with extra soft SBR foam give good grip and touch. Can be used with or without resin. 		\N	\N	\N	\N	\N
1164	de_AT	All Court	Handball Balls All Court	Yellow / Blue	\N	\N	0	 Extra durable training ball for all surfaces. The perforated PU upper material in combination with extra soft SBR foam give good grip and touch. Can be used with or without resin. 		\N	\N	\N	\N	\N
1166	de_AT	Super Grip	Handball Balls Super Grip	White / Red / Navy Blue	\N	\N	0	 IHF Certified match ball with top flight and rebound characteristics. The Super Grip ball has an innovative perforated microfiber PU upper &nbsp;and minimal panel printing which gives the ball top grip. The multi-layer construction was optimized and comes with double foam providing outstanding touch. Also a new bladder was developed to allow for ultimate roundness and best rebound characteristics. 		\N	\N	\N	\N	\N
1168	de_AT	DUNK	Basketball Balls DUNK	Blue Light / Black	\N	\N	0	Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1169	de_AT	DUNK	Basketball Balls DUNK	Blue Light / Yellow / Black	\N	\N	0	Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1170	de_AT	Harlem	Basketball Balls Harlem	Brown / Black	\N	\N	0	 Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1173	de_AT	Supreme Grip	Handball Balls Supreme Grip	White / Navy Blue / Red	\N	\N	0	 Our top match ball. Superior grip due to latest and innovative microfiber PU upper materials and minimal panel printing. The multi-layer construction was optimized and comes with double foam providing outstanding touch. Also a new bladder was developed to guarantee roundness and best rebound characteristics. Can be used with or without resin. IHF Certification. 		\N	\N	\N	\N	\N
1174	de_AT	FORCE HG	Football Shoes FORCE HG	Black / Blue / White	\N	\N	0	 EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1176	de_AT	FORCE Equipment Roller	Teamsport Bags FORCE Equipment Roller	\N	\N	\N	0	 The FORCE Equipment Roller is a FORCE Teambag M on wheels. The main compartment is easily accessible and there is a valuables pocket to keep keys, wallets or your cellphone in place. The padded shoulder strap is fully adjustable and is fitted with buckles so that it can be swiftly detached. The handle can be extended for carrying or retracted for minimal size. Available in four colors. 		\N	\N	\N	\N	\N
1177	de_AT	Indoor Court	Handball Balls Indoor Court	Blue / Orange	\N	\N	0	 Outstanding training ball. Durable PU upper material in combination with extra soft SBR foam give good grip and touch. Can be used with or without resin. 		\N	\N	\N	\N	\N
1180	de_AT	Classic FG	Football Shoes Classic FG	Black / White	\N	\N	0	 FG outsole delivers grip and comfort on firm natural surfaces 		\N	\N	\N	\N	\N
1181	de_AT	TEAM Bag	Teamsport Bags TEAM Bag	\N	\N	\N	0	 The TEAM Bag is available in three sizes (S, M and L) and four colors. The main compartment is easily accessible and there is a side pocket to keep keys, wallets or your cellphone in place. The padded shoulder strap is fully adjustable. The bottom is protected by studs. 		\N	\N	\N	\N	\N
1182	de_AT	TEAM Bag	Teamsport Bags TEAM Bag	Black / Yellow	\N	\N	0	 The TEAM Bag is available in three sizes (S, M and L) and four colors. The main compartment is easily accessible and there is a side pocket to keep keys, wallets or your cellphone in place. The padded shoulder strap is fully adjustable. The bottom is protected by studs. 		\N	\N	\N	\N	\N
1183	de_AT	FORCE HG	Football Shoes FORCE HG	Black / Blue / White	\N	\N	0	 EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1186	de_AT	Classic FG	Football Shoes Classic FG	Black / White	\N	\N	0	 FG outsole delivers grip and comfort on firm natural surfaces 		\N	\N	\N	\N	\N
1188	de_AT	FORCE Pro Bag Jr.	Teamsport Bags FORCE Pro Bag Jr.	\N	\N	\N	0	 The FORCE Pro bag is available in two sizes (Sr. and Jr.) four colors and is packed with features. In addition to the easily accessible main compartment the Pro bag has a seperate reinforced base compartment for shoes and/or dirty clothes. There is also a valuables pocket to keep keys, wallets or your cellphone in place. The padded shoulder strap is fully adjustable and is fitted with buckles so that it can be swiftly detached. The bottom is protected by studs and a ruggid base material. 		\N	\N	\N	\N	\N
1190	de_AT	Classic FG Jr	Football Shoes Classic FG Jr	Black / Blue / White	\N	\N	0	 FG outsole delivers grip and comfort on firm natural surfaces 		\N	\N	\N	\N	\N
1191	de_AT	FORCE HG Jr	Football Shoes FORCE HG Junior	Black / Blue / White	\N	\N	0	 EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1192	de_AT	FORCE Shoe Bag	Teamsport Bags FORCE Shoe Bag	\N	\N	\N	0	 Keep your dirty shoes away from your clean equipment. The FORCE Shoebag holds one pair of shoes and has a double zipper opening to allow for swift access. 		\N	\N	\N	\N	\N
1194	de_AT	Classic FG Jr	Football Shoes Classic FG Jr	Black / White	\N	\N	0	 FG outsole delivers grip and comfort on firm natural surfaces 		\N	\N	\N	\N	\N
1195	de_AT	FORCE Gym Bag	Teamsport Bags FORCE Gym Bag	\N	\N	\N	0	 This classic gym bag is made from sturdy fabrics to keep your gear well together. 		\N	\N	\N	\N	\N
1196	de_AT	FORCE Gym Bag	Teamsport Bags FORCE Gym Bag	Black / Red	\N	\N	0	 This classic gym bag is made from sturdy fabrics to keep your gear well together. 		\N	\N	\N	\N	\N
1197	de_AT	FORCE HG Jr	Football Shoes FORCE HG Junior	Black / Blue / White	\N	\N	0	 EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1199	de_AT	FORCE Pro Bag Sr.	Teamsport Bags FORCE Pro Bag Sr.	\N	\N	\N	0	 The FORCE Pro bag is available in two sizes (Sr. and Jr.) four colors and is packed with features. In addition to the easily accessible main compartment the Pro bag has a seperate reinforced base compartment for shoes and/or dirty clothes. There is also a valuables pocket to keep keys, wallets or your cellphone in place. The padded shoulder strap is fully adjustable and is fitted with buckles so that it can be swiftly detached. The bottom is protected by studs and a ruggid base material. 		\N	\N	\N	\N	\N
1200	de_AT	Classic TF Jr	Football Shoes Classic TF Jr	Black / White	\N	\N	0	 TF outsole for use on artificial-turf or hard ground 		\N	\N	\N	\N	\N
1201	de_AT	FORCE Gym Bag	Teamsport Bags FORCE Gym Bag	Black / White	\N	\N	0	 This classic gym bag is made from sturdy fabrics to keep your gear well together. 		\N	\N	\N	\N	\N
1202	de_AT	FORCE IN	Football Shoes FORCE IN	Black / Blue / White	\N	\N	0	 EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1204	de_AT	FORCE Teambag	Teamsport Bags FORCE Teambag	\N	\N	\N	0	 Our FORCE Teambag is available in three sizes (S, M and L), four colors and is packed with features. The main compartment is easily accessible and there is a valuables pocket to keep keys, wallets or your cellphone in place. The padded shoulder strap is fully adjustable and is fitted with buckles so that it can be swiftly detached. The bottom is protected by studs and a ruggid base material. 		\N	\N	\N	\N	\N
1206	de_AT	FORCE IN	Football Shoes FORCE IN	Black / Blue / White	\N	\N	0	 EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1207	de_AT	Classic TF Jr	Football Shoes Classic TF Jr	Black / White	\N	\N	0	 TF outsole for use on artificial-turf or hard ground 		\N	\N	\N	\N	\N
1208	de_AT	FORCE Gym Bag	Teamsport Bags FORCE Gym Bag	Black / Blue	\N	\N	0	 This classic gym bag is made from sturdy fabrics to keep your gear well together. 		\N	\N	\N	\N	\N
1209	de_AT	FORCE XL Roller	Teamsport Bags FORCE XL Roller	\N	\N	\N	0	 The big FORCE XL Roller is perfect to carry larger amounts of equipment such as your complete team&#39;s tricots. With the integrated wheels even heavier loads can be comfortably carried. The main compartment is easily accessible. The padded shoulder strap is fully adjustable and is fitted with buckles so that it can be swiftly detached. The handle can be extended for carrying or retracted for minimal size. Available in four colors. 		\N	\N	\N	\N	\N
1211	de_AT	FORCE IN Jr	Football Shoes FORCE IN Junior	Black / Blue / White	\N	\N	0	 Info: EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1213	de_AT	FORCE Gym Bag	Teamsport Bags FORCE Gym Bag	Black / Lime Green	\N	\N	0	 This classic gym bag is made from sturdy fabrics to keep your gear well together. 		\N	\N	\N	\N	\N
1214	de_AT	Classic HG	Football Shoes Classic HG	Black / White	\N	\N	0	 HG stud placement for best acceleration / ultimate durability on hard ground conditions 		\N	\N	\N	\N	\N
1215	de_AT	FORCE IN Jr	Football Shoes FORCE IN Junior	Black / Blue / White	\N	\N	0	 Info: EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1216	de_AT	FORCE Teambag	Teamsport Bags FORCE Teambag	Black / White	\N	\N	0	 Our FORCE Teambag is available in three sizes (S, M and L), four colors and is packed with features. The main compartment is easily accessible and there is a valuables pocket to keep keys, wallets or your cellphone in place. The padded shoulder strap is fully adjustable and is fitted with buckles so that it can be swiftly detached. The bottom is protected by studs and a ruggid base material. 		\N	\N	\N	\N	\N
1217	de_AT	FORCE TF	Football Shoes FORCE TF	Black / Blue / White	\N	\N	0	 Info: EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1218	de_AT	FORCE Teambag	Teamsport Bags FORCE Teambag	Black / Lime Green	\N	\N	0	 Our FORCE Teambag is available in three sizes (S, M and L), four colors and is packed with features. The main compartment is easily accessible and there is a valuables pocket to keep keys, wallets or your cellphone in place. The padded shoulder strap is fully adjustable and is fitted with buckles so that it can be swiftly detached. The bottom is protected by studs and a ruggid base material. 		\N	\N	\N	\N	\N
1219	de_AT	TEAM Pro Bag Jr.	Teamsport Bags TEAM Pro Bag Jr.	\N	\N	\N	0	 Our TEAM Pro Bag is available in two sizes (Sr.and Jr.) and four colors. The main compartment is easily accessible and there is a side pocket to keep keys, wallets or your cellphone in place. In addition the TEAM Pro bag has a seperate reinforced base compartment for shoes and/or dirty clothes. The padded shoulder strap is fully adjustable and the bottom is protected by studs. 		\N	\N	\N	\N	\N
1220	de_AT	FORCE Teambag	Teamsport Bags FORCE Teambag	Black / Red	\N	\N	0	 Our FORCE Teambag is available in three sizes (S, M and L), four colors and is packed with features. The main compartment is easily accessible and there is a valuables pocket to keep keys, wallets or your cellphone in place. The padded shoulder strap is fully adjustable and is fitted with buckles so that it can be swiftly detached. The bottom is protected by studs and a ruggid base material. 		\N	\N	\N	\N	\N
1221	de_AT	Classic HG	Football Shoes Classic HG	Black / White	\N	\N	0	 HG stud placement for best acceleration / ultimate durability on hard ground conditions 		\N	\N	\N	\N	\N
1222	de_AT	FORCE TF	Football Shoes FORCE TF	Black / Blue / White	\N	\N	0	 Info: EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1223	de_AT	FORCE Teambag	Teamsport Bags FORCE Teambag	Black / Blue	\N	\N	0	 Our FORCE Teambag is available in three sizes (S, M and L), four colors and is packed with features. The main compartment is easily accessible and there is a valuables pocket to keep keys, wallets or your cellphone in place. The padded shoulder strap is fully adjustable and is fitted with buckles so that it can be swiftly detached. The bottom is protected by studs and a ruggid base material. 		\N	\N	\N	\N	\N
1224	de_AT	FORCE Shoulder Bag	Teamsport Bags FORCE Shoulder Bag	\N	\N	\N	0	 The FORCE Shoulder bag is perfect to carry smaller amounts of gear. The padded shoulder strap is fully adjustable and is fitted with buckles so that it can be swiftly detached. 		\N	\N	\N	\N	\N
1226	de_AT	FORCE Shoe Bag	Teamsport Bags FORCE Shoe Bag	Black / Red	\N	\N	0	 Keep your dirty shoes away from your clean equipment. The FORCE Shoebag holds one pair of shoes and has a double zipper opening to allow for swift access. 		\N	\N	\N	\N	\N
1227	de_AT	FORCE TF Jr	Football Shoes FORCE TF Junior	Black / Blue / White	\N	\N	0	 EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1228	de_AT	FORCE Shoe Bag	Teamsport Bags FORCE Shoe Bag	Black / Blue	\N	\N	0	 Keep your dirty shoes away from your clean equipment. The FORCE Shoebag holds one pair of shoes and has a double zipper opening to allow for swift access. 		\N	\N	\N	\N	\N
1229	de_AT	FORCE XL Roller	Teamsport Bags FORCE XL Roller	Black / White	\N	\N	0	 The big FORCE XL Roller is perfect to carry larger amounts of equipment such as your complete team&#39;s tricots. With the integrated wheels even heavier loads can be comfortably carried. The main compartment is easily accessible. The padded shoulder strap is fully adjustable and is fitted with buckles so that it can be swiftly detached. The handle can be extended for carrying or retracted for minimal size. Available in four colors. 		\N	\N	\N	\N	\N
1230	de_AT	Classic HG Jr	Football Shoes Classic HG Jr	Black / White	\N	\N	0	 HG stud placement for best acceleration / ultimate durability on hard ground conditions 		\N	\N	\N	\N	\N
1231	de_AT	FORCE Shoe Bag	Teamsport Bags FORCE Shoe Bag	Black / Lime Green	\N	\N	0	 Keep your dirty shoes away from your clean equipment. The FORCE Shoebag holds one pair of shoes and has a double zipper opening to allow for swift access. 		\N	\N	\N	\N	\N
1232	de_AT	FORCE TF Jr	Football Shoes FORCE TF Junior	Black / Blue / White	\N	\N	0	 EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1234	de_AT	Classic HG Jr	Football Shoes Classic HG Jr	Black / White	\N	\N	0	 HG stud placement for best acceleration / ultimate durability on hard ground conditions 		\N	\N	\N	\N	\N
1236	de_AT	Classic SG	Football Shoes Classic SG	Black / White	\N	\N	0	 Non-marking rubber indoor outsole / durable / excellent traction 		\N	\N	\N	\N	\N
1237	de_AT	Sala Special	Football Shoes Sala Special	\N	\N	\N	0	 Superior shock absorption and better control with Cushion Fit midsole 		\N	\N	\N	\N	\N
1238	de_AT	FORCE Ball Bag	Teamsport Bags FORCE Ball Bag	\N	\N	\N	0	 Our FORCE Ball Bag was designed to hold up to 14 inflated size 5 footballs. The Ball Bag features a fully adjustable shoulder strap, big mesh inserts for improved drying and a durable bottom. 		\N	\N	\N	\N	\N
1239	de_AT	FORCE Ball Bag	Teamsport Bags FORCE Ball Bag	Black / White	\N	\N	0	 Our FORCE Ball Bag was designed to hold up to 14 inflated size 5 footballs. The Ball Bag features a fully adjustable shoulder strap, big mesh inserts for improved drying and a durable bottom. 		\N	\N	\N	\N	\N
1240	de_AT	TEAM Pro Bag Sr.	Teamsport Bags TEAM Pro Bag Sr.	\N	\N	\N	0	 Our TEAM Pro Bag is available in two sizes (Sr.and Jr.) and four colors. The main compartment is easily accessible and there is a side pocket to keep keys, wallets or your cellphone in place. In addition the TEAM Pro bag has a seperate reinforced base compartment for shoes and/or dirty clothes. The padded shoulder strap is fully adjustable and the bottom is protected by studs. 		\N	\N	\N	\N	\N
1242	de_AT	Classic SG	Football Shoes Classic SG	Black / White	\N	\N	0	 Non-marking rubber indoor outsole / durable / excellent traction 		\N	\N	\N	\N	\N
1243	de_AT	Sala Special	Football Shoes Sala Special	White / Blue	\N	\N	0	 Superior shock absorption and better control with Cushion Fit midsole 		\N	\N	\N	\N	\N
