6274	23	ProductAttribute
6275	23	ProductAttribute
6276	23	ProductAttribute
6280	23	ProductAttribute
6281	23	ProductAttribute
6285	23	ProductAttribute
6286	23	ProductAttribute
6287	23	ProductAttribute
6289	23	ProductAttribute
6293	23	ProductAttribute
6294	23	ProductAttribute
6296	23	ProductAttribute
6297	23	ProductAttribute
6299	23	ProductAttribute
6300	23	ProductAttribute
6302	23	ProductAttribute
6305	23	ProductAttribute
6306	23	ProductAttribute
6310	23	ProductAttribute
6311	23	ProductAttribute
6312	23	ProductAttribute
6315	23	ProductAttribute
6316	23	ProductAttribute
6319	23	ProductAttribute
6320	23	ProductAttribute
6324	23	ProductAttribute
6326	23	ProductAttribute
6332	23	ProductAttribute
6336	23	ProductAttribute
6340	23	ProductAttribute
6341	23	ProductAttribute
6342	23	ProductAttribute
6346	23	ProductAttribute
6348	23	ProductAttribute
6351	23	ProductAttribute
6353	23	ProductAttribute
6371	23	ProductAttribute
6374	23	ProductAttribute
6405	23	ProductAttribute
6462	23	ProductAttribute
6464	23	ProductAttribute
6469	23	ProductAttribute
6472	23	ProductAttribute
6563	23	ProductAttribute
6565	23	ProductAttribute
6590	23	ProductAttribute
6594	23	ProductAttribute
6609	23	ProductAttribute
6612	23	ProductAttribute
6641	23	ProductAttribute
6686	23	ProductAttribute
6697	23	ProductAttribute
6739	23	ProductAttribute
6782	23	ProductAttribute
6817	23	ProductAttribute
6843	23	ProductAttribute
6854	23	ProductAttribute
9137	23	ProductAttribute
9144	23	ProductAttribute
9150	23	ProductAttribute
9181	23	ProductAttribute
9204	23	ProductAttribute
9302	23	ProductAttribute
9719	23	ProductAttribute
9723	23	ProductAttribute
9724	23	ProductAttribute
9730	23	ProductAttribute
9762	23	ProductAttribute
9767	23	ProductAttribute
10701	23	ProductAttribute
10702	23	ProductAttribute
10704	23	ProductAttribute
10707	23	ProductAttribute
10711	23	ProductAttribute
10712	23	ProductAttribute
10713	23	ProductAttribute
