1095	en_GB	League	Basketball Balls League	\N	19.0400	\N	0	 The League has a soft-feel microfiber PU composite cover for ultimate grip and touch. High air retention and excellent bounce characteristics. Designed for indoor play. Official size and weight. 		\N	\N	\N	\N	\N
1096	en_GB	League	Basketball Balls League	Brown / Beige / Black / Gold	19.0400	\N	0	 The League has a soft-feel microfiber PU composite cover for ultimate grip and touch. High air retention and excellent bounce characteristics. Designed for indoor play. Official size and weight. 		\N	\N	\N	\N	\N
1105	en_GB	Harlem	Basketball Balls Harlem	\N	97.6800	\N	0	 Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1106	en_GB	Harlem	Basketball Balls Harlem	Red / White / Black	97.6800	\N	0	 Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1112	en_GB	Harlem	Basketball Balls Harlem	Blue / Blue Light	97.6800	\N	0	 Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1116	en_GB	College	Basketball Balls College	\N	79.8300	\N	0	 Cover made from a soft and durable mix of rubber and SBR foam. Excellent grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1117	en_GB	College	Basketball Balls College	Brown / Beige / Black	79.8300	\N	0	 Cover made from a soft and durable mix of rubber and SBR foam. Excellent grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1122	en_GB	College	Basketball Balls College	Red / Blue / White / Black	79.8300	\N	0	 Cover made from a soft and durable mix of rubber and SBR foam. Excellent grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1125	en_GB	Competition	Basketball Balls Competition	\N	50.3300	\N	0	 Premium PU composite cover delivering top grip and touch. High air retention and excellent bounce characteristics. Designed for indoor play. Official size and weight. 		\N	\N	\N	\N	\N
1126	en_GB	Competition	Basketball Balls Competition	Brown / Black / Gold	50.3300	\N	0	 Premium PU composite cover delivering top grip and touch. High air retention and excellent bounce characteristics. Designed for indoor play. Official size and weight. 		\N	\N	\N	\N	\N
1128	en_GB	Professional	Basketball Balls Professional	\N	96.0000	\N	0	 &nbsp; The Professional has a durable and soft PVC composite cover. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1129	en_GB	Professional	Basketball Balls Professional	Brown / Black / Silver	96.0000	\N	0	 &nbsp; The Professional has a durable and soft PVC composite cover. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1133	en_GB	Competition Mini	Basketball Balls Competition Mini	\N	40.7800	\N	0	 Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. 		\N	\N	\N	\N	\N
1134	en_GB	Competition Mini	Basketball Balls Competition Mini	Brown / Black	40.7800	\N	0	 Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. 		\N	\N	\N	\N	\N
1136	en_GB	Competition Mini	Basketball Balls Competition Mini	Blue Light / Black	40.7800	\N	0	 Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. 		\N	\N	\N	\N	\N
1139	en_GB	Supreme Grip	Handball Balls Supreme Grip	\N	99.1700	\N	0	 Our top match ball. Superior grip due to latest and innovative microfiber PU upper materials and minimal panel printing. The multi-layer construction was optimized and comes with double foam providing outstanding touch. Also a new bladder was developed to guarantee roundness and best rebound characteristics. Can be used with or without resin. IHF Certification. 		\N	\N	\N	\N	\N
1141	en_GB	Game	Handball Balls Game	\N	97.5500	\N	0	 The GAME is a good allround training ball with a durable and hard-wearing upper. Can be used with or without resin. Available in three colors. 		\N	\N	\N	\N	\N
1148	en_GB	All Court	Handball Balls All Court	\N	51.7400	\N	0	 Extra durable training ball for all surfaces. The perforated PU upper material in combination with extra soft SBR foam give good grip and touch. Can be used with or without resin. 		\N	\N	\N	\N	\N
1151	en_GB	Indoor Court	Handball Balls Indoor Court	\N	47.3700	\N	0	 Outstanding training ball. Durable PU upper material in combination with extra soft SBR foam give good grip and touch. Can be used with or without resin. 		\N	\N	\N	\N	\N
1153	en_GB	Super Grip	Handball Balls Super Grip	\N	66.6300	\N	0	 IHF Certified match ball with top flight and rebound characteristics. The Super Grip ball has an innovative perforated microfiber PU upper &nbsp;and minimal panel printing which gives the ball top grip. The multi-layer construction was optimized and comes with double foam providing outstanding touch. Also a new bladder was developed to allow for ultimate roundness and best rebound characteristics. 		\N	\N	\N	\N	\N
1155	en_GB	Game	Handball Balls Game	Lime Green / Black	97.5500	\N	0	 The GAME is a good allround training ball with a durable and hard-wearing upper. Can be used with or without resin. Available in three colors. 		\N	\N	\N	\N	\N
1157	en_GB	Game	Handball Balls Game	Orange / Black	97.5500	\N	0	 The GAME is a good allround training ball with a durable and hard-wearing upper. Can be used with or without resin. Available in three colors. 		\N	\N	\N	\N	\N
1158	en_GB	DUNK	Basketball Balls DUNK	\N	89.0700	\N	0	Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1160	en_GB	Game	Handball Balls Game	Blue / Orange	97.5500	\N	0	 The GAME is a good allround training ball with a durable and hard-wearing upper. Can be used with or without resin. Available in three colors. 		\N	\N	\N	\N	\N
1162	en_GB	All Court	Handball Balls All Court	Navy Blue / Blue	51.7400	\N	0	 Extra durable training ball for all surfaces. The perforated PU upper material in combination with extra soft SBR foam give good grip and touch. Can be used with or without resin. 		\N	\N	\N	\N	\N
1164	en_GB	All Court	Handball Balls All Court	Yellow / Blue	51.7400	\N	0	 Extra durable training ball for all surfaces. The perforated PU upper material in combination with extra soft SBR foam give good grip and touch. Can be used with or without resin. 		\N	\N	\N	\N	\N
1166	en_GB	Super Grip	Handball Balls Super Grip	White / Red / Navy Blue	66.6300	\N	0	 IHF Certified match ball with top flight and rebound characteristics. The Super Grip ball has an innovative perforated microfiber PU upper &nbsp;and minimal panel printing which gives the ball top grip. The multi-layer construction was optimized and comes with double foam providing outstanding touch. Also a new bladder was developed to allow for ultimate roundness and best rebound characteristics. 		\N	\N	\N	\N	\N
1168	en_GB	DUNK	Basketball Balls DUNK	Blue Light / Black	89.0700	\N	0	Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1169	en_GB	DUNK	Basketball Balls DUNK	Blue Light / Yellow / Black	89.0700	\N	0	Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1170	en_GB	Harlem	Basketball Balls Harlem	Brown / Black	97.6800	\N	0	 Perforated rubber cover for high durability and good grip. Designed for indoor/outdoor play. Official size and weight. 		\N	\N	\N	\N	\N
1173	en_GB	Supreme Grip	Handball Balls Supreme Grip	White / Navy Blue / Red	99.1700	\N	0	 Our top match ball. Superior grip due to latest and innovative microfiber PU upper materials and minimal panel printing. The multi-layer construction was optimized and comes with double foam providing outstanding touch. Also a new bladder was developed to guarantee roundness and best rebound characteristics. Can be used with or without resin. IHF Certification. 		\N	\N	\N	\N	\N
1174	en_GB	FORCE HG	Football Shoes FORCE HG	Black / Blue / White	44.6600	\N	0	 EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1176	en_GB	FORCE Equipment Roller	Teamsport Bags FORCE Equipment Roller	\N	63.7200	\N	0	 The FORCE Equipment Roller is a FORCE Teambag M on wheels. The main compartment is easily accessible and there is a valuables pocket to keep keys, wallets or your cellphone in place. The padded shoulder strap is fully adjustable and is fitted with buckles so that it can be swiftly detached. The handle can be extended for carrying or retracted for minimal size. Available in four colors. 		\N	\N	\N	\N	\N
1177	en_GB	Indoor Court	Handball Balls Indoor Court	Blue / Orange	47.3700	\N	0	 Outstanding training ball. Durable PU upper material in combination with extra soft SBR foam give good grip and touch. Can be used with or without resin. 		\N	\N	\N	\N	\N
1180	en_GB	Classic FG	Football Shoes Classic FG	Black / White	43.4800	\N	0	 FG outsole delivers grip and comfort on firm natural surfaces 		\N	\N	\N	\N	\N
1181	en_GB	TEAM Bag	Teamsport Bags TEAM Bag	\N	93.0600	\N	0	 The TEAM Bag is available in three sizes (S, M and L) and four colors. The main compartment is easily accessible and there is a side pocket to keep keys, wallets or your cellphone in place. The padded shoulder strap is fully adjustable. The bottom is protected by studs. 		\N	\N	\N	\N	\N
1182	en_GB	TEAM Bag	Teamsport Bags TEAM Bag	Black / Yellow	93.0600	\N	0	 The TEAM Bag is available in three sizes (S, M and L) and four colors. The main compartment is easily accessible and there is a side pocket to keep keys, wallets or your cellphone in place. The padded shoulder strap is fully adjustable. The bottom is protected by studs. 		\N	\N	\N	\N	\N
1183	en_GB	FORCE HG	Football Shoes FORCE HG	Black / Blue / White	44.6600	\N	0	 EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1186	en_GB	Classic FG	Football Shoes Classic FG	Black / White	43.4800	\N	0	 FG outsole delivers grip and comfort on firm natural surfaces 		\N	\N	\N	\N	\N
1188	en_GB	FORCE Pro Bag Jr.	Teamsport Bags FORCE Pro Bag Jr.	\N	7.4300	\N	0	 The FORCE Pro bag is available in two sizes (Sr. and Jr.) four colors and is packed with features. In addition to the easily accessible main compartment the Pro bag has a seperate reinforced base compartment for shoes and/or dirty clothes. There is also a valuables pocket to keep keys, wallets or your cellphone in place. The padded shoulder strap is fully adjustable and is fitted with buckles so that it can be swiftly detached. The bottom is protected by studs and a ruggid base material. 		\N	\N	\N	\N	\N
1190	en_GB	Classic FG Jr	Football Shoes Classic FG Jr	Black / Blue / White	33.7000	\N	0	 FG outsole delivers grip and comfort on firm natural surfaces 		\N	\N	\N	\N	\N
1191	en_GB	FORCE HG Jr	Football Shoes FORCE HG Junior	Black / Blue / White	5.3500	\N	0	 EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1192	en_GB	FORCE Shoe Bag	Teamsport Bags FORCE Shoe Bag	\N	88.2500	\N	0	 Keep your dirty shoes away from your clean equipment. The FORCE Shoebag holds one pair of shoes and has a double zipper opening to allow for swift access. 		\N	\N	\N	\N	\N
1194	en_GB	Classic FG Jr	Football Shoes Classic FG Jr	Black / White	33.7000	\N	0	 FG outsole delivers grip and comfort on firm natural surfaces 		\N	\N	\N	\N	\N
1195	en_GB	FORCE Gym Bag	Teamsport Bags FORCE Gym Bag	\N	14.2700	\N	0	 This classic gym bag is made from sturdy fabrics to keep your gear well together. 		\N	\N	\N	\N	\N
1196	en_GB	FORCE Gym Bag	Teamsport Bags FORCE Gym Bag	Black / Red	14.2700	\N	0	 This classic gym bag is made from sturdy fabrics to keep your gear well together. 		\N	\N	\N	\N	\N
1197	en_GB	FORCE HG Jr	Football Shoes FORCE HG Junior	Black / Blue / White	5.3500	\N	0	 EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1199	en_GB	FORCE Pro Bag Sr.	Teamsport Bags FORCE Pro Bag Sr.	\N	64.9700	\N	0	 The FORCE Pro bag is available in two sizes (Sr. and Jr.) four colors and is packed with features. In addition to the easily accessible main compartment the Pro bag has a seperate reinforced base compartment for shoes and/or dirty clothes. There is also a valuables pocket to keep keys, wallets or your cellphone in place. The padded shoulder strap is fully adjustable and is fitted with buckles so that it can be swiftly detached. The bottom is protected by studs and a ruggid base material. 		\N	\N	\N	\N	\N
1200	en_GB	Classic TF Jr	Football Shoes Classic TF Jr	Black / White	78.5600	\N	0	 TF outsole for use on artificial-turf or hard ground 		\N	\N	\N	\N	\N
1201	en_GB	FORCE Gym Bag	Teamsport Bags FORCE Gym Bag	Black / White	14.2700	\N	0	 This classic gym bag is made from sturdy fabrics to keep your gear well together. 		\N	\N	\N	\N	\N
1202	en_GB	FORCE IN	Football Shoes FORCE IN	Black / Blue / White	25.2800	\N	0	 EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1204	en_GB	FORCE Teambag	Teamsport Bags FORCE Teambag	\N	26.8400	\N	0	 Our FORCE Teambag is available in three sizes (S, M and L), four colors and is packed with features. The main compartment is easily accessible and there is a valuables pocket to keep keys, wallets or your cellphone in place. The padded shoulder strap is fully adjustable and is fitted with buckles so that it can be swiftly detached. The bottom is protected by studs and a ruggid base material. 		\N	\N	\N	\N	\N
1206	en_GB	FORCE IN	Football Shoes FORCE IN	Black / Blue / White	25.2800	\N	0	 EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1207	en_GB	Classic TF Jr	Football Shoes Classic TF Jr	Black / White	78.5600	\N	0	 TF outsole for use on artificial-turf or hard ground 		\N	\N	\N	\N	\N
1208	en_GB	FORCE Gym Bag	Teamsport Bags FORCE Gym Bag	Black / Blue	14.2700	\N	0	 This classic gym bag is made from sturdy fabrics to keep your gear well together. 		\N	\N	\N	\N	\N
1209	en_GB	FORCE XL Roller	Teamsport Bags FORCE XL Roller	\N	69.8500	\N	0	 The big FORCE XL Roller is perfect to carry larger amounts of equipment such as your complete team&#39;s tricots. With the integrated wheels even heavier loads can be comfortably carried. The main compartment is easily accessible. The padded shoulder strap is fully adjustable and is fitted with buckles so that it can be swiftly detached. The handle can be extended for carrying or retracted for minimal size. Available in four colors. 		\N	\N	\N	\N	\N
1211	en_GB	FORCE IN Jr	Football Shoes FORCE IN Junior	Black / Blue / White	48.8500	\N	0	 Info: EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1213	en_GB	FORCE Gym Bag	Teamsport Bags FORCE Gym Bag	Black / Lime Green	14.2700	\N	0	 This classic gym bag is made from sturdy fabrics to keep your gear well together. 		\N	\N	\N	\N	\N
1214	en_GB	Classic HG	Football Shoes Classic HG	Black / White	97.0600	\N	0	 HG stud placement for best acceleration / ultimate durability on hard ground conditions 		\N	\N	\N	\N	\N
1215	en_GB	FORCE IN Jr	Football Shoes FORCE IN Junior	Black / Blue / White	48.8500	\N	0	 Info: EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1216	en_GB	FORCE Teambag	Teamsport Bags FORCE Teambag	Black / White	26.8400	\N	0	 Our FORCE Teambag is available in three sizes (S, M and L), four colors and is packed with features. The main compartment is easily accessible and there is a valuables pocket to keep keys, wallets or your cellphone in place. The padded shoulder strap is fully adjustable and is fitted with buckles so that it can be swiftly detached. The bottom is protected by studs and a ruggid base material. 		\N	\N	\N	\N	\N
1217	en_GB	FORCE TF	Football Shoes FORCE TF	Black / Blue / White	30.1600	\N	0	 Info: EVA midsole inlay / superior cushioning and shock absorption 		\N	\N	\N	\N	\N
1218	en_GB	FORCE Teambag	Teamsport Bags FORCE Teambag	Black / Lime Green	26.8400	\N	0	 Our FORCE Teambag is available in three sizes (S, M and L), four colors and is packed with features. The main compartment is easily accessible and there is a valuables pocket to keep keys, wallets or your cellphone in place. The padded shoulder strap is fully adjustable and is fitted with buckles so that it can be swiftly detached. The bottom is protected by studs and a ruggid base material. 		\N	\N	\N	\N	\N
