4945	specificAttributes	0	0	0	0
4946	specificAttributes	0	0	0	0
4950	specificAttributes	0	0	0	0
4951	specificAttributes	0	0	0	0
4955	specificAttributes	0	0	0	0
4957	specificAttributes	0	0	0	0
4961	specificAttributes	0	0	0	0
4962	specificAttributes	0	0	0	0
4966	specificAttributes	0	0	0	0
4967	specificAttributes	0	0	0	0
4971	specificAttributes	0	0	0	0
4972	specificAttributes	0	0	0	0
4975	specificAttributes	0	0	0	0
4978	specificAttributes	0	0	0	0
4979	specificAttributes	0	0	0	0
4982	specificAttributes	0	0	0	0
4984	specificAttributes	0	0	0	0
4988	specificAttributes	0	0	0	0
4989	specificAttributes	0	0	0	0
4993	specificAttributes	0	0	0	0
4994	specificAttributes	0	0	0	0
4998	specificAttributes	0	0	0	0
4999	specificAttributes	0	0	0	0
5003	specificAttributes	0	0	0	0
5004	specificAttributes	0	0	0	0
5008	specificAttributes	0	0	0	0
5009	specificAttributes	0	0	0	0
5012	specificAttributes	0	0	0	0
5014	specificAttributes	0	0	0	0
5016	specificAttributes	0	0	0	0
5018	specificAttributes	0	0	0	0
5021	specificAttributes	0	0	0	0
5025	specificAttributes	0	0	0	0
5030	specificAttributes	0	0	0	0
5035	specificAttributes	0	0	0	0
5037	specificAttributes	0	0	0	0
5043	specificAttributes	0	0	0	0
5044	specificAttributes	0	0	0	0
5364	specificAttributes	0	0	0	0
5369	specificAttributes	0	0	0	0
5374	specificAttributes	0	0	0	0
5380	specificAttributes	0	0	0	0
5384	specificAttributes	0	0	0	0
5389	specificAttributes	0	0	0	0
5393	specificAttributes	0	0	0	0
5399	specificAttributes	0	0	0	0
5404	specificAttributes	0	0	0	0
5407	specificAttributes	0	0	0	0
5411	specificAttributes	0	0	0	0
5416	specificAttributes	0	0	0	0
5422	specificAttributes	0	0	0	0
5429	specificAttributes	0	0	0	0
5435	specificAttributes	0	0	0	0
5449	specificAttributes	0	0	0	0
5451	specificAttributes	0	0	0	0
5454	specificAttributes	0	0	0	0
5456	specificAttributes	0	0	0	0
5457	specificAttributes	0	0	0	0
5460	specificAttributes	0	0	0	0
5461	specificAttributes	0	0	0	0
5463	specificAttributes	0	0	0	0
5467	specificAttributes	0	0	0	0
5471	specificAttributes	0	0	0	0
5472	specificAttributes	0	0	0	0
5474	specificAttributes	0	0	0	0
5476	specificAttributes	0	0	0	0
5480	specificAttributes	0	0	0	0
5481	specificAttributes	0	0	0	0
5482	specificAttributes	0	0	0	0
5483	specificAttributes	0	0	0	0
5485	specificAttributes	0	0	0	0
5486	specificAttributes	0	0	0	0
5488	specificAttributes	0	0	0	0
5490	specificAttributes	0	0	0	0
5492	specificAttributes	0	0	0	0
5505	specificAttributes	0	0	0	0
5517	specificAttributes	0	0	0	0
5526	specificAttributes	0	0	0	0
5529	specificAttributes	0	0	0	0
5531	specificAttributes	0	0	0	0
5536	specificAttributes	0	0	0	0
5540	specificAttributes	0	0	0	0
5541	specificAttributes	0	0	0	0
5542	specificAttributes	0	0	0	0
5543	specificAttributes	0	0	0	0
5544	specificAttributes	0	0	0	0
5601	specificAttributes	0	0	0	0
11036	specificAttributes	1	1	1	0
