11905	7256	Compactlight 2	1	89.9550	\N	\N	\N	\N
11907	1574	Alegro	1	41.9800	\N	\N	\N	\N
11908	1116	College	2	159.6600	\N	\N	\N	\N
11909	1461	Beach Tec	1	77.9400	\N	\N	\N	\N
11910	1523	Speed Rebel Women	1	7.1900	\N	\N	\N	\N
11912	3360	FORCE HG	1	44.6600	\N	\N	\N	\N
11913	1141	Game	1	97.5500	\N	\N	\N	\N
11916	1191	FORCE HG Jr	4	21.4000	\N	\N	\N	\N
11917	1461	Beach Tec	1	77.9400	\N	\N	\N	\N
11918	1619	RUNlight Doug	1	32.4300	\N	\N	\N	\N
11919	6543	Enduro Ultralight	1	89.9550	\N	\N	\N	\N
11921	6836	Rimrock men	1	99.9500	\N	\N	\N	\N
11923	1995	Harlem	1	83.4100	\N	\N	\N	\N
11924	1174	FORCE HG	1	44.6600	\N	\N	\N	\N
11925	1708	Game	1	58.0000	\N	\N	\N	\N
11929	10388	Mirella Peak Jr	1	49.9500	\N	\N	\N	\N
11930	10516	Helium 75	1	29.9500	\N	\N	\N	\N
11934	3308	Classic FG	1	43.4800	\N	\N	\N	\N
11940	3427	FORCE HG	3	133.9800	\N	\N	\N	\N
11973	1180	Classic FG	1	43.4800	\N	\N	\N	\N
11977	1174	FORCE HG	1	44.6600	\N	\N	\N	\N
11981	1199	FORCE Pro Bag Sr.	1	64.9700	\N	\N	\N	\N
11983	1711	All Court	1	12.7900	\N	\N	\N	\N
11987	1199	FORCE Pro Bag Sr.	1	64.9700	\N	\N	\N	\N
11989	1180	Classic FG	1	43.4800	\N	\N	\N	\N
11993	1199	FORCE Pro Bag Sr.	1	64.9700	\N	\N	\N	\N
11995	1180	Classic FG	1	43.4800	\N	\N	\N	\N
12002	1529	Ferdi	1	32.0100	\N	\N	\N	\N
12005	10388	Mirella Peak Jr	1	49.9500	\N	\N	\N	\N
12007	9260	Albany wms	1	99.9500	\N	\N	\N	\N
12009	1573	Ilona	1	39.8700	\N	\N	\N	\N
12011	1139	Supreme Grip	1	99.1700	\N	\N	\N	\N
12015	10607	Mirella Peak Jr	1	49.9500	\N	\N	\N	\N
12019	1174	FORCE HG	1	44.6600	\N	\N	\N	\N
12068	4661	Ilona	1	39.8700	\N	\N	\N	\N
12070	2015	College	1	80.3400	\N	\N	\N	\N
12072	1190	Classic FG Jr	1	33.7000	\N	\N	\N	\N
12074	4661	Ilona	1	39.8700	\N	\N	\N	\N
12076	1402	MP-S	1	92.9600	\N	\N	\N	\N
12078	1554	Tokyo Stability II Women	1	65.9200	\N	\N	\N	\N
12080	5652	MP-S	1	88.5900	\N	\N	\N	\N
12082	5037	All Court	1	12.7900	\N	\N	\N	\N
12086	1529	Ferdi	1	32.0100	\N	\N	\N	\N
12095	10494	Barrow 60	1	69.9500	\N	\N	\N	\N
12096	9184	Helium 100	1	0.0000		\N	\N	\N
12102	5037	All Court	1	12.7900	\N	\N	\N	\N
12106	5697	College	10	900.0000	\N	\N	720.0000	a:2:{i:0;a:3:{i:0;s:4:"MwSt";i:1;s:3:"20%";i:2;d:144;}i:1;a:3:{i:0;s:4:"Tax2";i:1;s:2:"5%";i:2;d:36;}}
12111	5697	College	1	90.0000	\N	\N	72.0000	a:2:{i:0;a:3:{i:0;s:4:"MwSt";i:1;s:3:"20%";i:2;d:14.399999999999999;}i:1;a:3:{i:0;s:11:"Pimcore Tax";i:1;s:2:"5%";i:2;d:3.5999999999999996;}}
12112	3427	FORCE HG	1	40.1940	\N	\N	32.1552	a:2:{i:0;a:3:{i:0;s:4:"MwSt";i:1;s:3:"20%";i:2;d:6.4310399999999994;}i:1;a:3:{i:0;s:11:"Pimcore Tax";i:1;s:2:"5%";i:2;d:1.6077599999999999;}}
12114	1116	College	1	79.8300	\N	\N	63.8640	a:2:{i:0;a:3:{i:0;s:4:"MwSt";i:1;s:3:"20%";i:2;d:12.7728;}i:1;a:3:{i:0;s:11:"Pimcore Tax";i:1;s:2:"5%";i:2;d:3.1932;}}
12116	4459	Ferdi	1	32.0100	\N	\N	25.6080	a:2:{i:0;a:3:{i:0;s:4:"MwSt";i:1;s:3:"20%";i:2;d:5.121599999999999;}i:1;a:3:{i:0;s:11:"Pimcore Tax";i:1;s:2:"5%";i:2;d:1.2803999999999998;}}
12118	1190	Classic FG Jr	1	33.7000	\N	\N	26.9600	a:2:{i:0;a:3:{i:0;s:4:"MwSt";i:1;s:3:"20%";i:2;d:5.3920000000000003;}i:1;a:3:{i:0;s:11:"Pimcore Tax";i:1;s:2:"5%";i:2;d:1.3480000000000001;}}
12120	10443	Hula wms	1	45.9500	\N	\N	36.7600	a:2:{i:0;a:3:{i:0;s:4:"MwSt";i:1;s:3:"20%";i:2;d:7.3520000000000003;}i:1;a:3:{i:0;s:11:"Pimcore Tax";i:1;s:2:"5%";i:2;d:1.8380000000000001;}}
12125	3843	Beach Tec	1	77.9400	\N	\N	62.3520	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;d:12.4704;}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;d:3.1176;}}
12127	3427	FORCE HG	1	44.6600	\N	\N	35.7280	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;d:7.1456;}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;d:1.7864;}}
12128	9153	Arium 1	1	89.9550	\N	\N	71.9640	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;d:14.3928;}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;d:3.5982;}}
12134	9153	Arium 1	1	89.9550	\N	\N	71.9640	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;d:14.3928;}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;d:3.5982;}}
12138	1529	Ferdi	1	32.0100	\N	\N	25.6080	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;d:5.121599999999999;}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;d:1.2803999999999998;}}
12140	1180	Classic FG	1	43.4800	\N	\N	34.7840	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;d:6.956799999999999;}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;d:1.7391999999999999;}}
12144	10443	Hula wms	1	45.9500	\N	\N	36.7600	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;d:7.352;}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;d:1.838;}}
12146	6409	Hula wms	1	4595.0000	\N	\N	3676.0000	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;d:735.1999999999999;}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;d:183.79999999999998;}}
12147	1174	FORCE HG	1	4466.0000	\N	\N	3572.8000	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;d:714.5600000000001;}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;d:178.64000000000001;}}
12151	3328	College	1	79.8300	\N	\N	63.8640	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:7:"12.7728";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"3.1932";}}
12153	1174	FORCE HG	1	44.6600	\N	\N	35.7280	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"7.1456";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"1.7864";}}
12156	1711	All Court	10	127.9000	\N	\N	102.3200	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:7:"20.4640";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"5.1160";}}
12157	1191	FORCE HG Jr	20	107.0000	\N	\N	85.6000	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:7:"17.1200";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"4.2800";}}
12158	6409	Hula wms	15	689.2500	\N	\N	551.4000	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:8:"110.2800";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:7:"27.5700";}}
12159	1402	MP-S	45	4183.2000	\N	\N	3346.5600	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:8:"669.3120";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:8:"167.3280";}}
12160	9149	Arium 1	1	89.9550	\N	\N	71.9640	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:7:"14.3928";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"3.5982";}}
12161	1186	Classic FG	1	0.0000		\N	0.0000	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"6.9568";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"1.7392";}}
12163	6409	Hula wms	1	45.9500	\N	\N	36.7600	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"7.3520";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"1.8380";}}
12177	1174	FORCE HG	1	44.6600	\N	\N	35.7280	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"7.1456";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"1.7864";}}
12181	1174	FORCE HG	1	44.6600	\N	\N	35.7280	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"7.1456";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"1.7864";}}
12183	6409	Hula wms	1	45.9500	\N	\N	36.7600	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"7.3520";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"1.8380";}}
12185	1174	FORCE HG	1	44.6600	\N	\N	35.7280	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"7.1456";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"1.7864";}}
12187	1554	Tokyo Stability II Women	1	65.9200	\N	\N	52.7360	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:7:"10.5472";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"2.6368";}}
12189	10443	Hula wms	1	45.9500	\N	\N	36.7600	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"7.3520";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"1.8380";}}
12191	5037	All Court	1	12.7900	\N	\N	10.2320	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"2.0464";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"0.5116";}}
12193	1417	MP-LW	1	34.8000	\N	\N	27.8400	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"5.5680";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"1.3920";}}
12206	1402	MP-S	1	92.9600	\N	cancelled	74.3680	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:7:"14.8736";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"3.7184";}}
12208	1174	FORCE HG	1	44.6600	\N	\N	35.7280	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"7.1456";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"1.7864";}}
12210	1705	Supreme Grip	1	33.2300	\N	\N	26.5840	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"5.3168";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"1.3292";}}
12212	1180	Classic FG	1	43.4800	\N	\N	34.7840	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"6.9568";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"1.7392";}}
12216	1180	Classic FG	1	43.4800	\N	cancelled	34.7840	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"6.9568";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"1.7392";}}
12240	3427	FORCE HG	1	44.6600	\N	\N	35.7280	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"7.1456";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"1.7864";}}
12243	1174	FORCE HG	1	44.6600	\N	\N	35.7280	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"7.1456";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"1.7864";}}
12274	1174	FORCE HG	1	44.6600	\N	\N	35.7280	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"7.1456";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"1.7864";}}
12337	10393	Killay ux	1	89.9500	\N	\N	71.9600	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:7:"14.3920";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"3.5980";}}
12404	9316	Osorno AQX M	1	89.9500	\N	\N	71.9600	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:7:"14.3920";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"3.5980";}}
12406	7074	Imola 220	1	35.9550	\N	\N	28.7640	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"5.7528";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"1.4382";}}
12408	6992	Cougar 35	1	79.9500	\N	\N	63.9600	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:7:"12.7920";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"3.1980";}}
12410	1148	All Court	1	51.7400	\N	\N	41.3920	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"8.2784";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"2.0696";}}
12412	1417	MP-LW	1	34.8000	\N	\N	27.8400	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:6:"5.5680";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"1.3920";}}
12414	1200	Classic TF Jr	1	78.5600	\N	\N	62.8480	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:7:"12.5696";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"3.1424";}}
12416	1176	FORCE Equipment Roller	1	63.7200	\N	\N	50.9760	a:2:{i:0;a:3:{i:0;s:8:"MwSt 20%";i:1;s:3:"20%";i:2;s:7:"10.1952";}i:1;a:3:{i:0;s:11:"pimcore tax";i:1;s:2:"5%";i:2;s:6:"2.5488";}}
