12403	12356	object	customer	0	object		0
12405	12356	object	customer	0	object		0
12407	12356	object	customer	0	object		0
12409	12356	object	customer	0	object		0
12411	12395	object	customer	0	object		0
12413	12372	object	customer	0	object		0
12415	12372	object	customer	0	object		0
11904	11905	object	items	1	object		0
11906	11907	object	items	1	object		0
11911	11604	object	voucherTokens	1	object		0
11911	11912	object	items	1	object		0
11915	11916	object	items	1	object		0
11920	11921	object	items	1	object		0
11922	11923	object	items	1	object		0
11928	11929	object	items	1	object		0
11933	11934	object	items	1	object		0
11939	11940	object	items	1	object		0
11972	11973	object	items	1	object		0
11976	11977	object	items	1	object		0
11980	11981	object	items	1	object		0
11982	11983	object	items	1	object		0
11986	11987	object	items	1	object		0
11988	11989	object	items	1	object		0
11992	11993	object	items	1	object		0
11994	11995	object	items	1	object		0
12001	12002	object	items	1	object		0
12004	12005	object	items	1	object		0
12006	12007	object	items	1	object		0
12008	12009	object	items	1	object		0
12010	12011	object	items	1	object		0
12014	12015	object	items	1	object		0
12018	12019	object	items	1	object		0
12067	12068	object	items	1	object		0
12069	12070	object	items	1	object		0
12071	12072	object	items	1	object		0
12073	12074	object	items	1	object		0
12075	12076	object	items	1	object		0
12077	12078	object	items	1	object		0
12079	12080	object	items	1	object		0
12081	12082	object	items	1	object		0
12085	12086	object	items	1	object		0
12094	12095	object	items	1	object		0
12094	12096	object	giftItems	1	object		0
12101	12102	object	items	1	object		0
12105	12106	object	items	1	object		0
12110	12111	object	items	1	object		0
12113	12114	object	items	1	object		0
12115	12116	object	items	1	object		0
12117	12118	object	items	1	object		0
12119	12120	object	items	1	object		0
12124	12125	object	items	1	object		0
12126	12127	object	items	1	object		0
12133	12134	object	items	1	object		0
12137	12138	object	items	1	object		0
12139	12140	object	items	1	object		0
12143	12144	object	items	1	object		0
12145	12146	object	items	1	object		0
12150	12151	object	items	1	object		0
12152	12153	object	items	1	object		0
12155	11604	object	voucherTokens	1	object		0
12155	12156	object	items	1	object		0
12155	12161	object	giftItems	1	object		0
12162	12163	object	items	1	object		0
12176	12177	object	items	1	object		0
12180	12181	object	items	1	object		0
12182	12183	object	items	1	object		0
12184	12185	object	items	1	object		0
12186	12187	object	items	1	object		0
12188	12189	object	items	1	object		0
12190	12191	object	items	1	object		0
12192	12193	object	items	1	object		0
12205	12206	object	items	1	object		0
12207	12208	object	items	1	object		0
12209	12210	object	items	1	object		0
12211	12212	object	items	1	object		0
12215	12216	object	items	1	object		0
12239	11604	object	voucherTokens	1	object		0
12239	12240	object	items	1	object		0
12242	12243	object	items	1	object		0
12273	12274	object	items	1	object		0
12336	12337	object	items	1	object		0
12403	12404	object	items	1	object		0
12405	12406	object	items	1	object		0
12407	12408	object	items	1	object		0
12409	12410	object	items	1	object		0
12411	12412	object	items	1	object		0
12413	12414	object	items	1	object		0
12415	12416	object	items	1	object		0
11906	11908	object	items	2	object		0
11911	11913	object	items	2	object		0
11915	11917	object	items	2	object		0
11922	11924	object	items	2	object		0
11928	11930	object	items	2	object		0
12110	12112	object	items	2	object		0
12126	12128	object	items	2	object		0
12145	12147	object	items	2	object		0
12155	12157	object	items	2	object		0
11906	11909	object	items	3	object		0
11915	11918	object	items	3	object		0
11922	11925	object	items	3	object		0
12155	12158	object	items	3	object		0
11906	11910	object	items	4	object		0
11915	11919	object	items	4	object		0
12155	12159	object	items	4	object		0
12155	12160	object	items	5	object		0
