Array	de_AT		1507803240	1507803240
Array	en_GB		1507803240	1507803240
Array	fr_FR		1507803240	1507803240
Back to top	de_AT		1507802650	1507802650
Back to top	en_GB		1507802650	1507802650
Back to top	fr_FR		1507802650	1507802650
City	de_AT		1507803916	1507803916
City	en_GB		1507803916	1507803916
City	fr_FR		1507803916	1507803916
Company	de_AT		1507803878	1507803878
Company	en_GB		1507803878	1507803878
Company	fr_FR		1507803878	1507803878
Country	de_AT		1507803878	1507803878
Country	en_GB		1507803878	1507803878
Country	fr_FR		1507803878	1507803878
E-Mail	de_AT		1507803875	1507803875
E-Mail	en_GB		1507803875	1507803875
E-Mail	fr_FR		1507803875	1507803875
First Name	de_AT		1507832832	1507832832
First Name	en_GB		1507832832	1507832832
First Name	fr_FR		1507832832	1507832832
Firstname	de_AT		1507803878	1507803878
Firstname	en_GB		1507803878	1507803878
Firstname	fr_FR		1507803878	1507803878
Home	de_AT		1507802650	1507802650
Home	en_GB		1507802650	1507802650
Home	fr_FR		1507802650	1507802650
Last Name	de_AT		1507832832	1507832832
Last Name	en_GB		1507832832	1507832832
Last Name	fr_FR		1507832832	1507832832
Lastname	de_AT		1507803878	1507803878
Lastname	en_GB		1507803878	1507803878
Lastname	fr_FR		1507803878	1507803878
Login	de_AT		1507802650	1507802650
Login	en_GB		1507802650	1507802650
Login	fr_FR		1507802650	1507802650
Password	de_AT		1508402498	1508402498
Password	en_GB		1508402498	1508402498
Password	fr_FR		1508402498	1508402498
Register	de_AT		1507832833	1507832833
Register	en_GB		1507832833	1507832833
Register	fr_FR		1507832833	1507832833
Start Payment now	de_AT		1507832759	1507832759
Start Payment now	en_GB		1507832759	1507832759
Start Payment now	fr_FR		1507832759	1507832759
Street	de_AT		1507837985	1507837985
Street	en_GB		1507837985	1507837985
Street	fr_FR		1507837985	1507837985
Zip	de_AT		1507803928	1507803928
Zip	en_GB		1507803928	1507803928
Zip	fr_FR		1507803928	1507803928
account.connect-sso-profiles	de_AT		1507837535	1507837812
account.connect-sso-profiles	en_GB	Connect SSO Profiles	1507837535	1507837812
account.connect-sso-profiles	fr_FR		1507837535	1507837812
account.data	de_AT		1507837507	1507837814
account.data	en_GB	Data	1507837507	1507837814
account.data	fr_FR		1507837507	1507837814
account.welcome	de_AT		1507837091	1507837121
account.welcome	en_GB	Welcome %s %s!	1507837091	1507837121
account.welcome	fr_FR		1507837091	1507837121
articleno	de_AT		1507832781	1507832781
articleno	en_GB		1507832781	1507832781
articleno	fr_FR		1507832781	1507832781
attr.Benefits	de_AT		1508225796	1508225796
attr.Benefits	en_GB		1508225796	1508225796
attr.Benefits	fr_FR		1508225796	1508225796
attr.Features	de_AT		1508225796	1508225796
attr.Features	en_GB		1508225796	1508225796
attr.Features	fr_FR		1508225796	1508225796
attr.apparel	de_AT		0	1380704607
attr.apparel	en_GB	Apparel	0	1380704607
attr.apparel	fr_FR		0	1380704607
attr.approvals	de_AT		0	1380704612
attr.approvals	en_GB	Approvals	0	1380704612
attr.approvals	fr_FR		0	1380704612
attr.batteryinformation	de_AT		0	1380708090
attr.batteryinformation	en_GB	Battery Information	0	1380708090
attr.batteryinformation	fr_FR		0	1380708090
attr.benefits	de_AT		0	1380705824
attr.benefits	en_GB	Benefits	0	1380705824
