4846	specificAttributes	,outdoor.zip-in-system,outdoor.airflow-system,outdoor.zip-off-hood,outdoor.pre-formed-elbow,outdoor.double-storm-flap,outdoor.partial-waist-elastic,outdoor.bottom-zip-opening,outdoor.snap-off-storm-hood,outdoor.storm-hood,outdoor.roll-in-storm-hood,outdoor.full-side-zip,outdoor.detachable-suspender,outdoor.bottom-gaitor,outdoor.pre-formed-knee,outdoor.flatlock-seams,outdoor.moisture-management,outdoor.snap-in-system,outdoor.packable-hood,outdoor.welded-pocket,outdoor.collar-adjustment,outdoor.detachable-snowskirt,outdoor.napoleon-pocket,outdoor.waist-adjustment,outdoor.elastic-glove,outdoor.lasercut-pocket,outdoor.abrasion-resistent-print,outdoor.separate-packable-bag,outdoor.packable-pants,outdoor.packable-t-shirt,outdoor.roll-up-sleeve,outdoor.stow-pocket-pants,outdoor.packable-t-shirt,outdoor.bottom-adjustment,outdoor.zipp-off-pant,outdoor.integrated-belt,outdoor.waterproof-zips,outdoor.chin-guard,outdoor.ventilation-system-shirt,outdoor.fixed-snowskirt,outdoor.backpack-function,outdoor.packable-in-pocket,
6356	specificAttributes	\N
6365	specificAttributes	,outdoor.flatlock-seams,outdoor.chin-guard,
6366	specificAttributes	,outdoor.flatlock-seams,outdoor.chin-guard,
6367	specificAttributes	,outdoor.flatlock-seams,
6376	specificAttributes	,outdoor.bottom-adjustment,outdoor.chin-guard,
6392	specificAttributes	,outdoor.bottom-adjustment,
6393	specificAttributes	,outdoor.bottom-adjustment,
6394	specificAttributes	,outdoor.flatlock-seams,
6397	specificAttributes	,outdoor.bottom-adjustment,outdoor.chin-guard,
6400	specificAttributes	\N
6406	specificAttributes	,outdoor.flatlock-seams,outdoor.chin-guard,
6409	specificAttributes	,outdoor.flatlock-seams,
6410	specificAttributes	,outdoor.flatlock-seams,outdoor.chin-guard,
6413	specificAttributes	,outdoor.flatlock-seams,
6829	specificAttributes	,outdoor.flatlock-seams,
6841	specificAttributes	,outdoor.flatlock-seams,
6865	specificAttributes	,outdoor.partial-waist-elastic,outdoor.moisture-management,
6866	specificAttributes	,outdoor.partial-waist-elastic,outdoor.moisture-management,
6874	specificAttributes	,outdoor.pre-formed-knee,
6875	specificAttributes	,outdoor.pre-formed-knee,
6879	specificAttributes	,outdoor.flatlock-seams,
6880	specificAttributes	,outdoor.flatlock-seams,
6881	specificAttributes	,outdoor.moisture-management,
6882	specificAttributes	,outdoor.moisture-management,
6883	specificAttributes	,outdoor.moisture-management,
6884	specificAttributes	,outdoor.moisture-management,
6893	specificAttributes	,outdoor.moisture-management,
6900	specificAttributes	,outdoor.moisture-management,
7108	specificAttributes	,outdoor.pre-formed-knee,outdoor.integrated-belt,
7109	specificAttributes	,outdoor.pre-formed-knee,outdoor.integrated-belt,
7110	specificAttributes	,outdoor.pre-formed-elbow,outdoor.bottom-adjustment,outdoor.chin-guard,
7111	specificAttributes	,outdoor.pre-formed-elbow,outdoor.bottom-adjustment,outdoor.chin-guard,
7114	specificAttributes	,outdoor.pre-formed-knee,outdoor.integrated-belt,
7115	specificAttributes	,outdoor.pre-formed-knee,outdoor.integrated-belt,
7116	specificAttributes	,outdoor.integrated-belt,
7117	specificAttributes	,outdoor.integrated-belt,
7122	specificAttributes	,outdoor.bottom-adjustment,
7123	specificAttributes	,outdoor.bottom-adjustment,
7125	specificAttributes	,outdoor.integrated-belt,
7126	specificAttributes	,outdoor.integrated-belt,
7135	specificAttributes	,outdoor.partial-waist-elastic,outdoor.bottom-zip-opening,outdoor.pre-formed-knee,outdoor.zipp-off-pant,outdoor.integrated-belt,
7136	specificAttributes	,outdoor.partial-waist-elastic,outdoor.bottom-zip-opening,outdoor.pre-formed-knee,outdoor.zipp-off-pant,outdoor.integrated-belt,
7139	specificAttributes	,outdoor.airflow-system,outdoor.pre-formed-elbow,outdoor.snap-off-storm-hood,outdoor.bottom-adjustment,outdoor.packable-in-pocket,
7140	specificAttributes	,outdoor.airflow-system,outdoor.pre-formed-elbow,outdoor.snap-off-storm-hood,outdoor.bottom-adjustment,outdoor.packable-in-pocket,
7145	specificAttributes	,outdoor.pre-formed-elbow,outdoor.snap-off-storm-hood,outdoor.packable-hood,outdoor.bottom-adjustment,
