11905	7256	object	product	0	object		0
11907	1574	object	product	0	object		0
11908	1116	object	product	0	object		0
11909	1461	object	product	0	object		0
11910	1523	object	product	0	object		0
11912	3360	object	product	0	object		0
11913	1141	object	product	0	object		0
11916	1191	object	product	0	object		0
11917	1461	object	product	0	object		0
11918	1619	object	product	0	object		0
11919	6543	object	product	0	object		0
11921	6836	object	product	0	object		0
11923	1995	object	product	0	object		0
11924	1174	object	product	0	object		0
11925	1708	object	product	0	object		0
11929	10388	object	product	0	object		0
11930	10516	object	product	0	object		0
11934	3308	object	product	0	object		0
11940	3427	object	product	0	object		0
11973	1180	object	product	0	object		0
11977	1174	object	product	0	object		0
11981	1199	object	product	0	object		0
11983	1711	object	product	0	object		0
11987	1199	object	product	0	object		0
11989	1180	object	product	0	object		0
11993	1199	object	product	0	object		0
11995	1180	object	product	0	object		0
12002	1529	object	product	0	object		0
12005	10388	object	product	0	object		0
12007	9260	object	product	0	object		0
12009	1573	object	product	0	object		0
12011	1139	object	product	0	object		0
12015	10607	object	product	0	object		0
12019	1174	object	product	0	object		0
12068	4661	object	product	0	object		0
12070	2015	object	product	0	object		0
12072	1190	object	product	0	object		0
12074	4661	object	product	0	object		0
12076	1402	object	product	0	object		0
12078	1554	object	product	0	object		0
12080	5652	object	product	0	object		0
12082	5037	object	product	0	object		0
12086	1529	object	product	0	object		0
12095	10494	object	product	0	object		0
12096	9184	object	product	0	object		0
12102	5037	object	product	0	object		0
12106	5697	object	product	0	object		0
12111	5697	object	product	0	object		0
12112	3427	object	product	0	object		0
12114	1116	object	product	0	object		0
12116	4459	object	product	0	object		0
12118	1190	object	product	0	object		0
12120	10443	object	product	0	object		0
12125	3843	object	product	0	object		0
12127	3427	object	product	0	object		0
12128	9153	object	product	0	object		0
12134	9153	object	product	0	object		0
12138	1529	object	product	0	object		0
12140	1180	object	product	0	object		0
12144	10443	object	product	0	object		0
12146	6409	object	product	0	object		0
12147	1174	object	product	0	object		0
12151	3328	object	product	0	object		0
12153	1174	object	product	0	object		0
12156	1711	object	product	0	object		0
12157	1191	object	product	0	object		0
12158	6409	object	product	0	object		0
12159	1402	object	product	0	object		0
12160	9149	object	product	0	object		0
12161	1186	object	product	0	object		0
12163	6409	object	product	0	object		0
12177	1174	object	product	0	object		0
12181	1174	object	product	0	object		0
12183	6409	object	product	0	object		0
12185	1174	object	product	0	object		0
12187	1554	object	product	0	object		0
12189	10443	object	product	0	object		0
12191	5037	object	product	0	object		0
12193	1417	object	product	0	object		0
12206	1402	object	product	0	object		0
12208	1174	object	product	0	object		0
12210	1705	object	product	0	object		0
12212	1180	object	product	0	object		0
12216	1180	object	product	0	object		0
12240	3427	object	product	0	object		0
12243	1174	object	product	0	object		0
12274	1174	object	product	0	object		0
12337	10393	object	product	0	object		0
12404	9316	object	product	0	object		0
12406	7074	object	product	0	object		0
12408	6992	object	product	0	object		0
12410	1148	object	product	0	object		0
12412	1417	object	product	0	object		0
12414	1200	object	product	0	object		0
12416	1176	object	product	0	object		0
